id,race_id,bet_type,combination,payout
327787,202606030708,単勝,16,16000
327797,202606030709,単勝,12,12000
327807,202606030710,単勝,13,13000
327817,202606030711,単勝,10,10000
327827,202606030712,単勝,13,13000
327837,202609020701,単勝,15,15000
327857,202609020703,単勝,15,15000
327867,202609020704,単勝,18,18000
327877,202609020705,単勝,6,5000
327885,202609020706,単勝,15,14000
327896,202609020707,単勝,14,14000
327906,202609020708,単勝,9,9000
327916,202609020709,単勝,14,14000
327926,202609020710,単勝,9,9000
327936,202609020711,単勝,16,16000
327945,202609020712,単勝,15,15000
327954,202603010401,単勝,16,16000
327964,202603010402,単勝,15,15000
327974,202603010403,単勝,16,16000
327984,202603010404,単勝,15,15000
327994,202603010405,単勝,16,16000
328003,202603010406,単勝,13,13000
328013,202603010407,単勝,10,10000
328023,202603010408,単勝,15,15000
328033,202603010409,単勝,16,16000
328053,202603010411,単勝,16,16000
328063,202603010412,単勝,15,15000
328073,202606030801,単勝,12,12000
328083,202606030802,単勝,16,16000
328093,202606030803,単勝,14,14000
328103,202606030804,単勝,16,16000
328113,202606030805,単勝,10,10000
328123,202606030806,単勝,6,6000
328141,202606030808,単勝,12,11000
328153,202606030809,単勝,12,12000
328163,202606030810,単勝,15,15000
328173,202606030811,単勝,18,18000
328182,202606030812,単勝,18,18000
328191,202609020801,単勝,16,16000
328201,202609020802,単勝,16,16000
328211,202609020803,単勝,16,16000
328221,202609020804,単勝,14,14000
328240,202609020806,単勝,15,15000
328250,202609020807,単勝,8,8000
328259,202609020808,単勝,11,11000
328269,202609020809,単勝,10,10000
328279,202609020810,単勝,13,13000
328289,202609020811,単勝,10,10000
328299,202609020812,単勝,10,10000
329089,202608030201,単勝,16,16000
393361,202603010501,単勝,15,15000
393371,202603010502,単勝,16,16000
393382,202603010503,単勝,16,16000
393392,202603010504,単勝,16,16000
393402,202603010505,単勝,16,16000
393412,202603010506,単勝,15,15000
393422,202603010507,単勝,12,12000
393432,202603010508,単勝,15,15000
393442,202603010509,単勝,16,16000
393452,202603010510,単勝,16,16000
393462,202603010511,単勝,12,11000
393474,202603010512,単勝,16,16000
393485,202605020101,単勝,14,14000
393495,202605020102,単勝,16,16000
393505,202605020103,単勝,13,13000
393515,202605020104,単勝,15,15000
393525,202605020105,単勝,18,18000
393535,202605020106,単勝,16,16000
393545,202605020107,単勝,16,16000
393556,202605020108,単勝,8,8000
393565,202605020109,単勝,9,9000
393585,202605020111,単勝,18,18000
393605,202608030101,単勝,16,16000
393615,202608030102,単勝,16,16000
393637,202608030104,単勝,11,11000
393647,202608030105,単勝,12,12000
393657,202608030106,単勝,17,16000
393668,202608030107,単勝,14,14000
393678,202608030108,単勝,6,6000
393686,202608030109,単勝,16,16000
393697,202608030110,単勝,11,11000
393708,202608030111,単勝,12,12000
393719,202608030112,単勝,11,11000
393728,202603010601,単勝,16,16000
393738,202603010602,単勝,16,16000
393752,202603010603,単勝,15,15000
393763,202603010604,単勝,16,16000
393773,202603010605,単勝,15,15000
393783,202603010606,単勝,13,13000
393793,202603010607,単勝,15,15000
393803,202603010608,単勝,15,15000
393813,202603010609,単勝,13,13000
393823,202603010610,単勝,15,15000
393833,202603010611,単勝,16,16000
393843,202603010612,単勝,16,16000
393853,202605020201,単勝,16,15000
393864,202605020202,単勝,14,14000
393874,202605020203,単勝,16,16000
393885,202605020204,単勝,10,10000
393895,202605020205,単勝,18,18000
393906,202605020206,単勝,8,8000
393914,202605020207,単勝,16,16000
393924,202605020208,単勝,11,11000
393934,202605020209,単勝,16,16000
393944,202605020210,単勝,16,15000
393954,202605020211,単勝,13,12000
393965,202605020212,単勝,16,16000
393985,202608030202,単勝,15,15000
393995,202608030203,単勝,18,18000
394006,202608030204,単勝,14,14000
394016,202608030205,単勝,12,12000
394026,202608030206,単勝,11,11000
394036,202608030207,単勝,14,14000
394046,202608030208,単勝,15,15000
394057,202608030209,単勝,11,11000
394067,202608030210,単勝,18,18000
394078,202608030211,単勝,18,18000
394088,202608030212,単勝,14,14000
541975,202503010503,単勝,6,7000
549474,202510020108,単勝,16,15000
551020,202503020507,単勝,15,14000
556052,202501020112,単勝,7,6000
556896,202501020312,単勝,16,15000
557873,202506040110,単勝,8,7000
564358,202505050104,単勝,16,14000
564489,202508040103,単勝,10,9000
581893,202605020310,単勝,11,11000
585849,202604010101,単勝,14,14000
585857,202604010102,単勝,15,15000
585865,202604010103,単勝,15,15000
585873,202604010104,単勝,11,11000
585883,202604010105,単勝,16,16000
585892,202604010106,単勝,14,14000
585900,202604010107,単勝,15,15000
585907,202604010108,単勝,13,13000
585914,202604010109,単勝,15,15000
585922,202604010110,単勝,15,15000
585929,202604010111,単勝,15,15000
585937,202604010112,単勝,16,16000
585945,202605020301,単勝,16,16000
585953,202605020302,単勝,14,14000
585961,202605020303,単勝,9,9000
585968,202605020304,単勝,10,10000
585976,202605020305,単勝,18,18000
585984,202605020306,単勝,7,7000
585991,202605020307,単勝,16,16000
585999,202605020308,単勝,10,10000
586007,202605020309,単勝,16,16000
586023,202605020311,単勝,18,18000
586032,202605020312,単勝,14,14000
586040,202608030301,単勝,16,16000
586048,202608030302,単勝,15,15000
586056,202608030303,単勝,18,18000
586066,202608030304,単勝,18,18000
586074,202608030305,単勝,13,13000
586082,202608030306,単勝,11,11000
586090,202608030307,単勝,12,12000
586098,202608030308,単勝,13,13000
586108,202608030309,単勝,9,9000
586116,202608030310,単勝,12,12000
586125,202608030311,単勝,12,12000
586133,202608030312,単勝,10,10000
587688,202504010108,単勝,13,11000
587824,202508020301,単勝,16,15000
587987,202504010209,単勝,15,14000
588251,202504010304,単勝,12,11000
588584,202504010409,単勝,14,13000
588651,202505020605,単勝,16,15000
588677,202505020608,単勝,12,11000
588890,202504010510,単勝,11,10000
589011,202508020701,単勝,11,10000
589142,202504010605,単勝,12,11000
589295,202505020811,単勝,18,17000
589322,202508020802,単勝,13,12000
589508,202504010712,単勝,15,14000
589557,202505020906,単勝,14,13000
589632,202508020903,単勝,18,17000
589779,202504010809,単勝,16,15000
590127,202508021104,単勝,18,17000
590213,202505021202,単勝,16,15000
590230,202505021204,単勝,15,14000
590303,202508021201,単勝,16,15000
590430,202505030105,単勝,10,9000
590610,202505030203,単勝,18,17000
590627,202505030205,単勝,11,10000
590853,202502010109,単勝,12,11000
591071,202509030311,単勝,13,12000
591127,202502010206,単勝,13,12000
591615,202509030506,単勝,15,14000
591678,202502010401,単勝,16,15000
593159,202502010903,単勝,13,12000
593455,202502011002,単勝,14,13000
593514,202502011009,単勝,12,11000
593737,202510020612,単勝,16,15000
593788,202502011106,単勝,14,13000
593925,202503020711,単勝,11,10000
594376,202501010106,単勝,14,13000
594693,202501010209,単勝,9,8000
595023,202504020304,単勝,13,12000
595042,202504020306,単勝,15,14000
595052,202504020307,単勝,15,14000
595147,202507030307,単勝,13,12000
595228,202501010405,単勝,8,7000
595284,202501010412,単勝,8,7000
595444,202507030409,単勝,18,17000
595494,202501010503,単勝,16,15000
595511,202501010505,単勝,12,11000
595698,202507030504,単勝,11,10000
595745,202507030510,単勝,15,14000
596016,202507030607,単勝,18,17000
596052,202507030611,単勝,16,15000
596204,202504020706,単勝,12,11000
596370,202501010803,単勝,16,15000
596521,202504020810,単勝,10,9000
596683,202501020106,単勝,14,13000
596952,202501020202,単勝,12,11000
596969,202501020204,単勝,14,13000
597082,202504030206,単勝,14,13000
597380,202504030307,単勝,18,17000
597454,202507040304,単勝,16,15000
597686,202504030409,単勝,12,11000
597704,202504030411,単勝,17,16000
597808,202507040412,単勝,14,13000
597850,202501020505,単勝,11,10000
597918,202506040101,単勝,10,9000
597943,202506040104,単勝,16,15000
598283,202506040210,単勝,13,12000
598454,202506040308,単勝,16,15000
598642,202506040408,単勝,16,15000
598701,202509040403,単勝,16,15000
598711,202509040404,単勝,16,15000
598768,202509040411,単勝,18,17000
599032,202506040608,単勝,16,15000
599357,202509040712,単勝,16,15000
599482,202509040803,単勝,15,14000
599663,202509040901,単勝,13,12000
599775,202505040103,単勝,18,17000
600020,202505040209,単勝,18,17000
600271,202508030304,単勝,11,10000
600280,202508030305,単勝,18,17000
600348,202505040401,単勝,16,15000
600888,202505040608,単勝,8,7000
600988,202508030609,単勝,13,12000
600996,202508030610,単勝,10,9000
601123,202505040701,単勝,14,13000
602060,202508031009,単勝,12,11000
602070,202508031010,単勝,14,13000
602144,202505041107,単勝,16,15000
602230,202508031106,単勝,15,14000
602248,202508031108,単勝,16,15000
602396,202505050101,単勝,16,15000
602767,202505050209,単勝,16,15000
603017,202505050303,単勝,15,14000
603699,202505050503,単勝,18,17000
604031,202505050608,単勝,16,15000
604212,202508040706,単勝,13,12000
604348,202505050811,単勝,16,15000
604356,202505050812,単勝,18,17000
604406,202508040806,単勝,9,8000
604551,202506050112,単勝,16,13000
604991,202509050206,単勝,10,9000
605347,202506050401,単勝,16,15000
605389,202506050406,単勝,16,15000
605450,202507050401,単勝,14,13000
605791,202507050507,単勝,16,15000
605926,202509050511,単勝,16,15000
606003,202506050608,単勝,16,15000
606070,202507050604,単勝,18,17000
