id,race_id,bet_type,combination,payout,popularity
593058,202510020402,単勝,16,16000,
593067,202510020403,単勝,18,18000,
593075,202510020404,単勝,18,18000,
593083,202510020405,単勝,9,9000,
593091,202510020406,単勝,5,5000,
593098,202510020407,単勝,9,9000,
593106,202510020408,単勝,14,14000,
593114,202510020409,単勝,8,8000,
593121,202510020410,単勝,7,7000,
593127,202510020411,単勝,18,18000,
593135,202510020412,単勝,16,16000,
593143,202502010901,単勝,14,14000,
593169,202502010904,単勝,14,14000,
593177,202502010905,単勝,7,7000,
593184,202502010906,単勝,16,16000,
593192,202502010907,単勝,10,10000,
593200,202502010908,単勝,11,11000,
593209,202502010909,単勝,11,11000,
593218,202502010910,単勝,11,11000,
593226,202502010911,単勝,14,14000,
593234,202502010912,単勝,12,12000,
593250,202503020502,単勝,15,15000,
593258,202503020503,単勝,16,16000,
593266,202503020504,単勝,16,16000,
593274,202503020505,単勝,11,11000,
593282,202503020506,単勝,14,14000,
593308,202503020509,単勝,12,12000,
593317,202503020510,単勝,9,9000,
593324,202503020511,単勝,14,14000,
593333,202503020512,単勝,15,15000,
593343,202510020501,単勝,10,10000,
593359,202510020503,単勝,14,14000,
593367,202510020504,単勝,7,7000,
593374,202510020505,単勝,12,12000,
593382,202510020506,単勝,18,18000,
593390,202510020507,単勝,18,18000,
593399,202510020508,単勝,16,16000,
593409,202510020509,単勝,11,11000,
593417,202510020510,単勝,13,13000,
593425,202510020511,単勝,10,10000,
593435,202510020512,単勝,17,17000,
593445,202502011001,単勝,12,12000,
593474,202502011004,単勝,13,13000,
593482,202502011005,単勝,7,7000,
593489,202502011006,単勝,15,15000,
593499,202502011007,単勝,14,14000,
593506,202502011008,単勝,12,12000,
593524,202502011010,単勝,12,12000,
593533,202502011011,単勝,12,12000,
593549,202503020601,単勝,9,9000,
593557,202503020602,単勝,15,15000,
593566,202503020603,単勝,16,16000,
593574,202503020604,単勝,16,16000,
593583,202503020605,単勝,15,15000,
593591,202503020606,単勝,15,15000,
593599,202503020607,単勝,15,15000,
593606,202503020608,単勝,15,15000,
593614,202503020609,単勝,13,13000,
593624,202503020610,単勝,15,15000,
593633,202503020611,単勝,15,15000,
593649,202510020601,単勝,12,12000,
593658,202510020602,単勝,18,18000,
593667,202510020603,単勝,16,16000,
593675,202510020604,単勝,16,16000,
593683,202510020605,単勝,8,8000,
593689,202510020606,単勝,8,8000,
593696,202510020607,単勝,16,16000,
593704,202510020608,単勝,16,16000,
593721,202510020610,単勝,9,9000,
593729,202510020611,単勝,16,16000,
593749,202502011101,単勝,11,11000,
593757,202502011102,単勝,12,12000,
593765,202502011103,単勝,12,12000,
593773,202502011104,単勝,15,15000,
593780,202502011105,単勝,16,16000,
593798,202502011107,単勝,16,16000,
593806,202502011108,単勝,10,10000,
593814,202502011109,単勝,14,14000,
593821,202502011110,単勝,14,14000,
593829,202502011111,単勝,14,14000,
593837,202502011112,単勝,16,16000,
593844,202503020701,単勝,8,8000,
593850,202503020702,単勝,15,15000,
593858,202503020703,単勝,10,10000,
593866,202503020704,単勝,16,16000,
593874,202503020705,単勝,16,16000,
593881,202503020706,単勝,14,14000,
593891,202503020707,単勝,16,16000,
593901,202503020708,単勝,16,16000,
593910,202503020709,単勝,8,8000,
593917,202503020710,単勝,16,16000,
593935,202503020712,単勝,11,11000,
593944,202510020701,単勝,10,10000,
593952,202510020702,単勝,14,14000,
593960,202510020703,単勝,18,18000,
593970,202510020704,単勝,16,16000,
593979,202510020705,単勝,9,9000,
593987,202510020706,単勝,16,16000,
593995,202510020707,単勝,9,9000,
594003,202510020708,単勝,10,10000,
594011,202510020709,単勝,18,18000,
594019,202510020710,単勝,16,16000,
594027,202510020711,単勝,17,17000,
594037,202510020712,単勝,16,16000,
594045,202502011201,単勝,16,16000,
594053,202502011202,単勝,13,13000,
594061,202502011203,単勝,14,14000,
594070,202502011204,単勝,14,14000,
594079,202502011205,単勝,9,9000,
594087,202502011206,単勝,16,16000,
594095,202502011207,単勝,12,12000,
594103,202502011208,単勝,9,9000,
594110,202502011209,単勝,13,13000,
594118,202502011210,単勝,12,12000,
594126,202502011211,単勝,12,12000,
594143,202503020801,単勝,14,14000,
594151,202503020802,単勝,15,15000,
594159,202503020803,単勝,6,6000,
594173,202503020805,単勝,13,13000,
594182,202503020806,単勝,14,14000,
594190,202503020807,単勝,15,15000,
594206,202503020809,単勝,11,11000,
594214,202503020810,単勝,10,10000,
594222,202503020811,単勝,13,13000,
594231,202503020812,単勝,15,15000,
594246,202510020802,単勝,18,18000,
594254,202510020803,単勝,16,16000,
594262,202510020804,単勝,18,18000,
594270,202510020805,単勝,13,13000,
594278,202510020806,単勝,9,9000,
594286,202510020807,単勝,10,10000,
594296,202510020808,単勝,12,12000,
594304,202510020809,単勝,8,8000,
594311,202510020810,単勝,13,13000,
594319,202510020811,単勝,16,16000,
594328,202510020812,単勝,18,18000,
594336,202501010101,単勝,12,12000,
594344,202501010102,単勝,12,12000,
594352,202501010103,単勝,14,14000,
594359,202501010104,単勝,14,14000,
594385,202501010107,単勝,8,8000,
594392,202501010108,単勝,5,5000,
594398,202501010109,単勝,13,13000,
594407,202501010110,単勝,13,13000,
594415,202501010111,単勝,12,12000,
594422,202501010112,単勝,14,14000,
594430,202504020101,単勝,8,8000,
594437,202504020102,単勝,12,12000,
594447,202504020103,単勝,18,18000,
594455,202504020104,単勝,15,15000,
594463,202504020105,単勝,18,18000,
594479,202504020107,単勝,10,10000,
594487,202504020108,単勝,14,14000,
594494,202504020109,単勝,14,14000,
594503,202504020110,単勝,14,14000,
594513,202504020111,単勝,14,14000,
594523,202504020112,単勝,17,17000,
594532,202507030101,単勝,14,14000,
594542,202507030102,単勝,16,16000,
594558,202507030104,単勝,11,11000,
594566,202507030105,単勝,16,16000,
594574,202507030106,単勝,16,16000,
594583,202507030107,単勝,10,10000,
594591,202507030108,単勝,7,7000,
594598,202507030109,単勝,8,8000,
594605,202507030110,単勝,11,11000,
594615,202507030111,単勝,14,14000,
594631,202501010201,単勝,14,14000,
594640,202501010202,単勝,14,14000,
594647,202501010203,単勝,14,14000,
594655,202501010204,単勝,9,9000,
594678,202501010207,単勝,13,13000,
594687,202501010208,単勝,8,8000,
594702,202501010210,単勝,8,8000,
594709,202501010211,単勝,10,10000,
594716,202501010212,単勝,8,8000,
594722,202504020201,単勝,7,7000,
594729,202504020202,単勝,6,6000,
594736,202504020203,単勝,9,9000,
594743,202504020204,単勝,15,15000,
594751,202504020205,単勝,15,15000,
594759,202504020206,単勝,11,11000,
594767,202504020207,単勝,18,18000,
594777,202504020208,単勝,15,15000,
594784,202504020209,単勝,13,13000,
594799,202504020211,単勝,16,16000,
594808,202504020212,単勝,16,16000,
594824,202507030202,単勝,16,16000,
594832,202507030203,単勝,6,6000,
594839,202507030204,単勝,16,16000,
594847,202507030205,単勝,18,18000,
594855,202507030206,単勝,10,10000,
594863,202507030207,単勝,16,16000,
594870,202507030208,単勝,7,7000,
594877,202507030209,単勝,9,9000,
594885,202507030210,単勝,12,12000,
594893,202507030211,単勝,11,11000,
594900,202507030212,単勝,9,9000,
594906,202501010301,単勝,8,8000,
594911,202501010302,単勝,12,12000,
594919,202501010303,単勝,14,14000,
594927,202501010304,単勝,16,16000,
594934,202501010305,単勝,11,11000,
594942,202501010306,単勝,7,7000,
594949,202501010307,単勝,10,10000,
594957,202501010308,単勝,11,11000,
594965,202501010309,単勝,10,10000,
594973,202501010310,単勝,14,14000,
594980,202501010311,単勝,16,16000,
594990,202501010312,単勝,14,14000,
595006,202504020302,単勝,15,15000,
595014,202504020303,単勝,12,12000,
595033,202504020305,単勝,15,15000,
595062,202504020308,単勝,12,12000,
595070,202504020309,単勝,9,9000,
595079,202504020310,単勝,13,13000,
595087,202504020311,単勝,17,17000,
595094,202504020312,単勝,12,12000,
595109,202507030302,単勝,7,7000,
595116,202507030303,単勝,16,16000,
595125,202507030304,単勝,14,14000,
595131,202507030305,単勝,16,16000,
595139,202507030306,単勝,12,12000,
595157,202507030308,単勝,14,14000,
595165,202507030309,単勝,10,10000,
595173,202507030310,単勝,13,13000,
595181,202507030311,単勝,13,13000,
595189,202507030312,単勝,16,16000,
595198,202501010401,単勝,12,12000,
595205,202501010402,単勝,14,14000,
595220,202501010404,単勝,14,14000,
595236,202501010406,単勝,14,14000,
595245,202501010407,単勝,12,12000,
595253,202501010408,単勝,11,11000,
595260,202501010409,単勝,10,10000,
595268,202501010410,単勝,13,13000,
595276,202501010411,単勝,14,14000,
595292,202504020401,単勝,14,14000,
595300,202504020402,単勝,15,15000,
595308,202504020403,単勝,6,6000,
595315,202504020404,単勝,13,13000,
595323,202504020405,単勝,15,15000,
595330,202504020406,単勝,5,5000,
595337,202504020407,単勝,18,18000,
595345,202504020408,単勝,11,11000,
595353,202504020409,単勝,15,15000,
595361,202504020410,単勝,15,15000,
595369,202504020411,単勝,14,14000,
595376,202504020412,単勝,12,12000,
595390,202507030402,単勝,15,15000,
595397,202507030403,単勝,7,7000,
595404,202507030404,単勝,16,16000,
595412,202507030405,単勝,16,16000,
595420,202507030406,単勝,16,16000,
595429,202507030407,単勝,12,12000,
595437,202507030408,単勝,8,8000,
595453,202507030410,単勝,16,16000,
595468,202507030412,単勝,18,18000,
595477,202501010501,単勝,12,12000,
595486,202501010502,単勝,14,14000,
595503,202501010504,単勝,14,14000,
595521,202501010506,単勝,15,15000,
595529,202501010507,単勝,12,12000,
595537,202501010508,単勝,11,11000,
595544,202501010509,単勝,10,10000,
595552,202501010510,単勝,11,11000,
595560,202501010511,単勝,14,14000,
595568,202501010512,単勝,11,11000,
595576,202504020501,単勝,15,15000,
595584,202504020502,単勝,10,10000,
595600,202504020504,単勝,15,15000,
595608,202504020505,単勝,15,15000,
595616,202504020506,単勝,16,16000,
595625,202504020507,単勝,13,13000,
595642,202504020509,単勝,14,14000,
595650,202504020510,単勝,15,15000,
595657,202504020511,単勝,18,18000,
595665,202504020512,単勝,18,18000,
595682,202507030502,単勝,15,15000,
595689,202507030503,単勝,12,12000,
595715,202507030506,単勝,11,11000,
595722,202507030507,単勝,16,16000,
595730,202507030508,単勝,7,7000,
595753,202507030511,単勝,18,18000,
595761,202507030512,単勝,12,12000,
595769,202501010601,単勝,14,14000,
595779,202501010602,単勝,12,12000,
595788,202501010603,単勝,16,16000,
595796,202501010604,単勝,14,14000,
595804,202501010605,単勝,12,12000,
595813,202501010606,単勝,14,14000,
595821,202501010607,単勝,15,15000,
595829,202501010608,単勝,9,9000,
595837,202501010609,単勝,9,9000,
595845,202501010610,単勝,14,14000,
595854,202501010611,単勝,16,16000,
595863,202501010612,単勝,14,14000,
595871,202504020601,単勝,18,18000,
595879,202504020602,単勝,12,12000,
595887,202504020603,単勝,15,15000,
595904,202504020605,単勝,18,18000,
595912,202504020606,単勝,14,14000,
595920,202504020607,単勝,15,15000,
595937,202504020609,単勝,14,14000,
595945,202504020610,単勝,15,15000,
595953,202504020611,単勝,14,14000,
595961,202504020612,単勝,18,18000,
595969,202507030601,単勝,11,11000,
595977,202507030602,単勝,15,15000,
595984,202507030603,単勝,12,12000,
595992,202507030604,単勝,13,13000,
596000,202507030605,単勝,16,16000,
596008,202507030606,単勝,9,9000,
596027,202507030608,単勝,12,12000,
596035,202507030609,単勝,14,14000,
596043,202507030610,単勝,13,13000,
596063,202507030612,単勝,15,15000,
596072,202501010701,単勝,7,7000,
596088,202501010703,単勝,12,12000,
596095,202501010704,単勝,14,14000,
596103,202501010705,単勝,11,11000,
596111,202501010706,単勝,14,14000,
596119,202501010707,単勝,9,9000,
596128,202501010708,単勝,14,14000,
596142,202501010710,単勝,13,13000,
596150,202501010711,単勝,14,14000,
596159,202501010712,単勝,12,12000,
596167,202504020701,単勝,13,13000,
596174,202504020702,単勝,18,18000,
596181,202504020703,単勝,14,14000,
596189,202504020704,単勝,11,11000,
596221,202504020708,単勝,13,13000,
596229,202504020709,単勝,14,14000,
596237,202504020710,単勝,15,15000,
596244,202504020711,単勝,18,18000,
596252,202504020712,単勝,17,17000,
596261,202507030701,単勝,9,9000,
596276,202507030703,単勝,18,18000,
596285,202507030704,単勝,16,16000,
596293,202507030705,単勝,16,16000,
596303,202507030706,単勝,13,13000,
596311,202507030707,単勝,9,9000,
596325,202507030709,単勝,16,16000,
596333,202507030710,単勝,8,8000,
596340,202507030711,単勝,17,17000,
596347,202507030712,単勝,10,10000,
596355,202501010801,単勝,10,10000,
596362,202501010802,単勝,12,12000,
596378,202501010804,単勝,14,14000,
596386,202501010805,単勝,5,5000,
596393,202501010806,単勝,12,12000,
596402,202501010807,単勝,14,14000,
596410,202501010808,単勝,13,13000,
596418,202501010809,単勝,16,16000,
596426,202501010810,単勝,11,11000,
596434,202501010811,単勝,16,16000,
596443,202501010812,単勝,14,14000,
596450,202504020801,単勝,13,13000,
596458,202504020802,単勝,15,15000,
596466,202504020803,単勝,11,11000,
596474,202504020804,単勝,11,11000,
596482,202504020805,単勝,15,15000,
596490,202504020806,単勝,11,11000,
596498,202504020807,単勝,15,15000,
596505,202504020808,単勝,9,9000,
596513,202504020809,単勝,15,15000,
596530,202504020811,単勝,11,11000,
596537,202504020812,単勝,18,18000,
596546,202507030801,単勝,7,7000,
596553,202507030802,単勝,16,16000,
596560,202507030803,単勝,9,9000,
596568,202507030804,単勝,13,13000,
596578,202507030805,単勝,16,16000,
596588,202507030806,単勝,16,16000,
596597,202507030807,単勝,12,12000,
596613,202507030809,単勝,16,16000,
596622,202507030810,単勝,16,16000,
596638,202507030812,単勝,18,18000,
596652,202501020102,単勝,12,12000,
596660,202501020103,単勝,16,16000,
596668,202501020104,単勝,14,14000,
596675,202501020105,単勝,9,9000,
596693,202501020107,単勝,14,14000,
596701,202501020108,単勝,9,9000,
596710,202501020109,単勝,9,9000,
596727,202501020111,単勝,14,14000,
596744,202504030101,単勝,6,6000,
596751,202504030102,単勝,14,14000,
596761,202504030103,単勝,18,18000,
596769,202504030104,単勝,16,16000,
596777,202504030105,単勝,13,13000,
596785,202504030106,単勝,15,15000,
596810,202504030109,単勝,15,15000,
596820,202504030110,単勝,17,17000,
596830,202504030111,単勝,12,12000,
596838,202504030112,単勝,12,12000,
596846,202507040101,単勝,6,6000,
596853,202507040102,単勝,16,16000,
596863,202507040103,単勝,9,9000,
596871,202507040104,単勝,18,18000,
596888,202507040106,単勝,12,12000,
596897,202507040107,単勝,16,16000,
596905,202507040108,単勝,8,8000,
596912,202507040109,単勝,6,6000,
596919,202507040110,単勝,13,13000,
596927,202507040111,単勝,16,16000,
596942,202501020201,単勝,14,14000,
596961,202501020203,単勝,14,14000,
596979,202501020205,単勝,11,11000,
596994,202501020207,単勝,11,11000,
597001,202501020208,単勝,11,11000,
597009,202501020209,単勝,13,13000,
597018,202501020210,単勝,14,14000,
597026,202501020211,単勝,16,16000,
597034,202501020212,単勝,14,14000,
597042,202504030201,単勝,7,7000,
597050,202504030202,単勝,15,15000,
597058,202504030203,単勝,17,17000,
597065,202504030204,単勝,15,15000,
597073,202504030205,単勝,14,14000,
597091,202504030207,単勝,18,18000,
597099,202504030208,単勝,10,10000,
597114,202504030210,単勝,13,13000,
597123,202504030211,単勝,10,10000,
597130,202504030212,単勝,15,15000,
597138,202507040201,単勝,11,11000,
597146,202507040202,単勝,16,16000,
597155,202507040203,単勝,8,8000,
597162,202507040204,単勝,16,16000,
597179,202507040206,単勝,17,17000,
597187,202507040207,単勝,7,7000,
597195,202507040208,単勝,15,15000,
597202,202507040209,単勝,14,14000,
597210,202507040210,単勝,16,16000,
597219,202507040211,単勝,9,9000,
597227,202507040212,単勝,14,14000,
597234,202501020301,単勝,8,8000,
597241,202501020302,単勝,7,7000,
597248,202501020303,単勝,14,14000,
597255,202501020304,単勝,14,14000,
597262,202501020305,単勝,13,13000,
597269,202501020306,単勝,16,16000,
597279,202501020307,単勝,12,12000,
597287,202501020308,単勝,11,11000,
597295,202501020309,単勝,13,13000,
597304,202501020310,単勝,14,14000,
597312,202501020311,単勝,14,14000,
597330,202504030301,単勝,13,13000,
597338,202504030302,単勝,15,15000,
597363,202504030305,単勝,18,18000,
597371,202504030306,単勝,18,18000,
597389,202504030308,単勝,10,10000,
597405,202504030310,単勝,13,13000,
597413,202504030311,単勝,16,16000,
597421,202504030312,単勝,15,15000,
597437,202507040302,単勝,14,14000,
597445,202507040303,単勝,15,15000,
597464,202507040305,単勝,10,10000,
597473,202507040306,単勝,16,16000,
597488,202507040308,単勝,8,8000,
597495,202507040309,単勝,16,16000,
597504,202507040310,単勝,11,11000,
597513,202507040311,単勝,16,16000,
597520,202507040312,単勝,12,12000,
597537,202501020402,単勝,14,14000,
597543,202501020403,単勝,12,12000,
597551,202501020404,単勝,16,16000,
597559,202501020405,単勝,8,8000,
597566,202501020406,単勝,14,14000,
597574,202501020407,単勝,13,13000,
597582,202501020408,単勝,13,13000,
597590,202501020409,単勝,14,14000,
597599,202501020410,単勝,16,16000,
597607,202501020411,単勝,13,13000,
597615,202501020412,単勝,12,12000,
597623,202504030401,単勝,14,14000,
597631,202504030402,単勝,15,15000,
597639,202504030403,単勝,18,18000,
597648,202504030404,単勝,18,18000,
597656,202504030405,単勝,12,12000,
597664,202504030406,単勝,15,15000,
597672,202504030407,単勝,15,15000,
597679,202504030408,単勝,9,9000,
597696,202504030410,単勝,11,11000,
597713,202504030412,単勝,12,12000,
597721,202507040401,単勝,13,13000,
597729,202507040402,単勝,16,16000,
597737,202507040403,単勝,18,18000,
597746,202507040404,単勝,16,16000,
597754,202507040405,単勝,7,7000,
597761,202507040406,単勝,14,14000,
597769,202507040407,単勝,13,13000,
597776,202507040408,単勝,16,16000,
597784,202507040409,単勝,8,8000,
597791,202507040410,単勝,16,16000,
597799,202507040411,単勝,13,13000,
597818,202501020501,単勝,10,10000,
597834,202501020503,単勝,12,12000,
597842,202501020504,単勝,16,16000,
597861,202501020506,単勝,14,14000,
597877,202501020508,単勝,14,14000,
597885,202501020509,単勝,15,15000,
597893,202501020510,単勝,16,16000,
597901,202501020511,単勝,12,12000,
597909,202501020512,単勝,14,14000,
597927,202506040102,単勝,12,12000,
597935,202506040103,単勝,9,9000,
597953,202506040105,単勝,16,16000,
597961,202506040106,単勝,16,16000,
597969,202506040107,単勝,18,18000,
597977,202506040108,単勝,7,7000,
597984,202506040109,単勝,11,11000,
598000,202506040111,単勝,16,16000,
598010,202506040112,単勝,16,16000,
598018,202509040101,単勝,9,9000,
598034,202509040103,単勝,16,16000,
598042,202509040104,単勝,18,18000,
598051,202509040105,単勝,11,11000,
598059,202509040106,単勝,13,13000,
598067,202509040107,単勝,13,13000,
598075,202509040108,単勝,9,9000,
598083,202509040109,単勝,9,9000,
598091,202509040110,単勝,12,12000,
598107,202509040112,単勝,13,13000,
598115,202501020601,単勝,8,8000,
598122,202501020602,単勝,10,10000,
598130,202501020603,単勝,14,14000,
598138,202501020604,単勝,16,16000,
598145,202501020605,単勝,14,14000,
598153,202501020606,単勝,12,12000,
598161,202501020607,単勝,13,13000,
598170,202501020608,単勝,16,16000,
598178,202501020609,単勝,14,14000,
598185,202501020610,単勝,14,14000,
598194,202501020611,単勝,12,12000,
598203,202501020612,単勝,14,14000,
598212,202506040201,単勝,13,13000,
598219,202506040202,単勝,16,16000,
598227,202506040203,単勝,15,15000,
598235,202506040204,単勝,10,10000,
598243,202506040205,単勝,12,12000,
598251,202506040206,単勝,16,16000,
598267,202506040208,単勝,15,15000,
598275,202506040209,単勝,16,16000,
598293,202506040211,単勝,13,13000,
598300,202506040212,単勝,16,16000,
598308,202509040201,単勝,7,7000,
598314,202509040202,単勝,7,7000,
598321,202509040203,単勝,16,16000,
598329,202509040204,単勝,16,16000,
598336,202509040205,単勝,6,6000,
598343,202509040206,単勝,15,15000,
598351,202509040207,単勝,9,9000,
598360,202509040208,単勝,5,5000,
598367,202509040209,単勝,13,13000,
598374,202509040210,単勝,12,12000,
598382,202509040211,単勝,16,16000,
598390,202509040212,単勝,12,12000,
598405,202506040302,単勝,11,11000,
598415,202506040303,単勝,16,16000,
598423,202506040304,単勝,13,13000,
598431,202506040305,単勝,16,16000,
598439,202506040306,単勝,9,9000,
598447,202506040307,単勝,16,16000,
598470,202506040310,単勝,11,11000,
598478,202506040311,単勝,10,10000,
598486,202506040312,単勝,16,16000,
598494,202509040301,単勝,8,8000,
598508,202509040303,単勝,5,5000,
598514,202509040304,単勝,16,16000,
598522,202509040305,単勝,11,11000,
598530,202509040306,単勝,13,13000,
598538,202509040307,単勝,18,18000,
598548,202509040308,単勝,6,6000,
598555,202509040309,単勝,18,18000,
598563,202509040310,単勝,9,9000,
598571,202509040311,単勝,15,15000,
598579,202509040312,単勝,14,14000,
598587,202506040401,単勝,9,9000,
598595,202506040402,単勝,16,16000,
598602,202506040403,単勝,15,15000,
598610,202506040404,単勝,11,11000,
598618,202506040405,単勝,10,10000,
598626,202506040406,単勝,16,16000,
598634,202506040407,単勝,18,18000,
598659,202506040410,単勝,14,14000,
598668,202506040411,単勝,16,16000,
598678,202506040412,単勝,16,16000,
598686,202509040401,単勝,13,13000,
598693,202509040402,単勝,10,10000,
598720,202509040405,単勝,7,7000,
598727,202509040406,単勝,12,12000,
598736,202509040407,単勝,14,14000,
598744,202509040408,単勝,13,13000,
598752,202509040409,単勝,9,9000,
598761,202509040410,単勝,11,11000,
598784,202506040501,単勝,16,16000,
598794,202506040502,単勝,10,10000,
598801,202506040503,単勝,16,16000,
598809,202506040504,単勝,16,16000,
598817,202506040505,単勝,13,13000,
598833,202506040507,単勝,16,16000,
598841,202506040508,単勝,14,14000,
598849,202506040509,単勝,11,11000,
598857,202506040510,単勝,9,9000,
598865,202506040511,単勝,12,12000,
598873,202506040512,単勝,16,16000,
598881,202509040501,単勝,7,7000,
598889,202509040502,単勝,8,8000,
598896,202509040503,単勝,5,5000,
598903,202509040504,単勝,16,16000,
598910,202509040505,単勝,10,10000,
598920,202509040506,単勝,18,18000,
598927,202509040507,単勝,13,13000,
598949,202509040510,単勝,9,9000,
598956,202509040511,単勝,14,14000,
598965,202509040512,単勝,15,15000,
598973,202506040601,単勝,13,13000,
598981,202506040602,単勝,14,14000,
598990,202506040603,単勝,16,16000,
599000,202506040604,単勝,11,11000,
599008,202506040605,単勝,16,16000,
599016,202506040606,単勝,11,11000,
599024,202506040607,単勝,18,18000,
599041,202506040609,単勝,13,13000,
599050,202506040610,単勝,9,9000,
599058,202506040611,単勝,15,15000,
599066,202506040612,単勝,16,16000,
599075,202509040601,単勝,10,10000,
599083,202509040602,単勝,7,7000,
599090,202509040603,単勝,10,10000,
599097,202509040604,単勝,9,9000,
599105,202509040605,単勝,14,14000,
599113,202509040606,単勝,16,16000,
599129,202509040608,単勝,6,6000,
599136,202509040609,単勝,16,16000,
599144,202509040610,単勝,7,7000,
599160,202509040612,単勝,16,16000,
599168,202506040701,単勝,16,16000,
599176,202506040702,単勝,16,16000,
599186,202506040703,単勝,10,10000,
599194,202506040704,単勝,16,16000,
599203,202506040705,単勝,10,10000,
599211,202506040706,単勝,16,16000,
599219,202506040707,単勝,16,16000,
599227,202506040708,単勝,16,16000,
599235,202506040709,単勝,9,9000,
599243,202506040710,単勝,16,16000,
599251,202506040711,単勝,11,11000,
599259,202506040712,単勝,16,16000,
599268,202509040701,単勝,8,8000,
599275,202509040702,単勝,13,13000,
599284,202509040703,単勝,11,11000,
599292,202509040704,単勝,13,13000,
599300,202509040705,単勝,9,9000,
599309,202509040706,単勝,9,9000,
599325,202509040708,単勝,13,13000,
599335,202509040709,単勝,10,10000,
599366,202506040801,単勝,11,11000,
599374,202506040802,単勝,16,16000,
599382,202506040803,単勝,16,16000,
599390,202506040804,単勝,16,16000,
599400,202506040805,単勝,16,16000,
599408,202506040806,単勝,16,16000,
599416,202506040807,単勝,16,16000,
599426,202506040808,単勝,16,16000,
599434,202506040809,単勝,9,9000,
599442,202506040810,単勝,16,16000,
599460,202506040812,単勝,16,16000,
599468,202509040801,単勝,15,15000,
599475,202509040802,単勝,9,9000,
599491,202509040804,単勝,16,16000,
599500,202509040805,単勝,11,11000,
599508,202509040806,単勝,13,13000,
599516,202509040807,単勝,16,16000,
599524,202509040808,単勝,13,13000,
599532,202509040809,単勝,8,8000,
599539,202509040810,単勝,16,16000,
599546,202509040811,単勝,14,14000,
599564,202506040901,単勝,12,12000,
599572,202506040902,単勝,16,16000,
599582,202506040903,単勝,16,16000,
599590,202506040904,単勝,16,16000,
599598,202506040905,単勝,17,17000,
599606,202506040906,単勝,16,16000,
599614,202506040907,単勝,16,16000,
599622,202506040908,単勝,16,16000,
599631,202506040909,単勝,8,8000,
599638,202506040910,単勝,13,13000,
599655,202506040912,単勝,16,16000,
599671,202509040902,単勝,14,14000,
599679,202509040903,単勝,10,10000,
599694,202509040905,単勝,18,18000,
599702,202509040906,単勝,16,16000,
599711,202509040907,単勝,16,16000,
599719,202509040908,単勝,18,18000,
599727,202509040909,単勝,12,12000,
599742,202509040911,単勝,12,12000,
599751,202509040912,単勝,14,14000,
599759,202505040101,単勝,16,16000,
599767,202505040102,単勝,9,9000,
599792,202505040105,単勝,17,17000,
599800,202505040106,単勝,16,16000,
599809,202505040107,単勝,10,10000,
599817,202505040108,単勝,16,16000,
599825,202505040109,単勝,12,12000,
599835,202505040110,単勝,15,15000,
599845,202505040111,単勝,16,16000,
599853,202505040112,単勝,16,16000,
599862,202508030101,単勝,14,14000,
599870,202508030102,単勝,8,8000,
599876,202508030103,単勝,16,16000,
599883,202508030104,単勝,14,14000,
599891,202508030105,単勝,14,14000,
599898,202508030106,単勝,16,16000,
599907,202508030107,単勝,18,18000,
599915,202508030108,単勝,12,12000,
599923,202508030109,単勝,8,8000,
599931,202508030110,単勝,16,16000,
599939,202508030111,単勝,18,18000,
599947,202508030112,単勝,13,13000,
599955,202505040201,単勝,16,16000,
599963,202505040202,単勝,11,11000,
599970,202505040203,単勝,17,17000,
599980,202505040204,単勝,14,14000,
599987,202505040205,単勝,15,15000,
599995,202505040206,単勝,16,16000,
600005,202505040207,単勝,18,18000,
600012,202505040208,単勝,14,14000,
600030,202505040210,単勝,16,16000,
600039,202505040211,単勝,11,11000,
600047,202505040212,単勝,16,16000,
600055,202508030201,単勝,16,16000,
600063,202508030202,単勝,7,7000,
600070,202508030203,単勝,16,16000,
600078,202508030204,単勝,12,12000,
600086,202508030205,単勝,13,13000,
600094,202508030206,単勝,14,14000,
600103,202508030207,単勝,12,12000,
600112,202508030208,単勝,16,16000,
600121,202508030209,単勝,9,9000,
600129,202508030210,単勝,16,16000,
600138,202508030211,単勝,18,18000,
600147,202508030212,単勝,16,16000,
600155,202505040301,単勝,10,10000,
600172,202505040303,単勝,10,10000,
600178,202505040304,単勝,16,16000,
600186,202505040305,単勝,14,14000,
600194,202505040306,単勝,16,16000,
600204,202505040307,単勝,10,10000,
600211,202505040308,単勝,16,16000,
600219,202505040309,単勝,10,10000,
600234,202505040311,単勝,8,8000,
600240,202505040312,単勝,16,16000,
600249,202508030301,単勝,16,16000,
600257,202508030302,単勝,8,8000,
600264,202508030303,単勝,6,6000,
600290,202508030306,単勝,11,11000,
600298,202508030307,単勝,11,11000,
600306,202508030308,単勝,7,7000,
600313,202508030309,単勝,12,12000,
600321,202508030310,単勝,13,13000,
600332,202508030311,単勝,16,16000,
600340,202508030312,単勝,16,16000,
600356,202505040402,単勝,10,10000,
600364,202505040403,単勝,10,10000,
600372,202505040404,単勝,16,16000,
600389,202505040406,単勝,15,15000,
600396,202505040407,単勝,16,16000,
600405,202505040408,単勝,11,11000,
600413,202505040409,単勝,16,16000,
600421,202505040410,単勝,16,16000,
600429,202505040411,単勝,16,16000,
600436,202505040412,単勝,16,16000,
600444,202508030401,単勝,12,12000,
600452,202508030402,単勝,7,7000,
